Date,Home,Team,Opp,Win,Win Percentage,Rolling Points Scored Average,Rolling FG Average,Rolling FGA Average,Rolling FG% Average,Rolling 3P Average,Rolling 3PA Average,Rolling 3P% Average,Rolling FT Average,Rolling FTA Average,Rolling FT% Average,Rolling ORB Average,Rolling TRB Average,Rolling AST Average,Rolling STL Average,Rolling BLK Average,Rolling TOV Average,Rolling PF Average,Rolling Opp Points Scored Average,Rolling Opp FG Average,Rolling Opp FGA Average,Rolling Opp FG% Average,Rolling Opp 3P Average,Rolling Opp 3PA Average,Rolling Opp 3P% Average,Rolling Opp FT Average,Rolling Opp FTA Average,Rolling Opp FT% Average,Rolling Opp ORB Average,Rolling Opp TRB Average,Rolling Opp AST Average,Rolling Opp STL Average,Rolling Opp BLK Average,Rolling Opp TOV Average,Rolling Opp PF Average,Opp Win Percentage
2023-11-04,0,ATL,NOP,1,0.6,122.8,44.4,90.2,0.493,11.0,32.0,0.34,23.0,27.0,0.8572,10.4,45.0,27.6,9.6,3.8,15.0,16.8,108.8,39.4,89.4,0.44399999999999995,12.0,35.6,0.343,18.0,25.6,0.671,11.6,45.6,23.0,7.4,5.0,13.6,19.8,0.8
2023-11-04,0,CHO,IND,1,0.25,113.75,42.0,90.0,0.46625,9.25,30.75,0.303,20.5,26.25,0.7915,11.5,43.75,27.0,8.75,5.75,15.75,21.5,119.6,46.2,96.0,0.48,13.4,39.0,0.348,13.8,18.0,0.7662,9.4,43.4,30.8,6.6,5.6,13.0,21.0,0.6
2023-11-04,0,BOS,BRK,1,1.0,127.0,46.75,92.25,0.5057499999999999,16.75,41.5,0.41174999999999995,16.75,20.0,0.802,12.25,52.25,24.0,7.25,6.25,14.75,20.25,116.8,43.4,88.2,0.49219999999999997,15.2,36.8,0.4058,14.8,19.8,0.7438,9.6,45.8,28.8,6.0,5.2,15.4,18.6,0.6
2023-11-04,0,CHI,DEN,0,0.3333333333333333,105.66666666666667,40.0,91.83333333333333,0.43716666666666665,9.833333333333334,31.166666666666668,0.32716666666666666,15.833333333333334,19.666666666666668,0.8065000000000001,12.0,42.666666666666664,19.833333333333332,8.666666666666666,4.333333333333333,12.333333333333334,18.5,113.16666666666667,46.0,90.0,0.513,11.166666666666666,31.5,0.3555,10.0,14.833333333333334,0.6853333333333333,10.5,44.5,29.666666666666668,8.166666666666666,7.5,15.5,17.833333333333332,0.8333333333333334
2023-11-04,0,LAL,ORL,0,0.6,114.0,41.6,88.2,0.4734,9.8,32.4,0.298,21.0,27.4,0.7672000000000001,8.2,46.0,26.0,8.0,6.8,14.0,20.8,107.6,38.6,85.4,0.45339999999999997,9.8,31.2,0.3128,20.6,29.0,0.7178,11.2,45.8,23.8,10.8,5.2,14.8,21.4,0.6
2023-11-04,1,MIN,UTA,1,0.5,105.75,40.0,89.75,0.44975000000000004,11.0,29.75,0.36924999999999997,14.75,18.0,0.78275,10.25,48.5,23.5,7.75,5.5,14.5,15.75,114.33333333333333,42.166666666666664,92.0,0.4598333333333333,13.666666666666666,36.5,0.36800000000000005,16.333333333333332,22.0,0.7356666666666666,14.666666666666666,48.833333333333336,27.833333333333332,6.833333333333333,3.8333333333333335,16.833333333333332,22.333333333333332,0.3333333333333333
2023-11-04,1,PHI,PHO,1,0.75,117.75,41.5,85.0,0.4895,11.5,29.0,0.39175,23.25,28.5,0.81275,9.75,44.5,24.75,9.5,7.75,14.0,21.25,112.8,41.2,84.8,0.487,12.8,34.4,0.371,17.6,21.8,0.8016,9.0,45.0,25.0,7.0,5.6,17.4,19.0,0.4
2023-11-04,1,HOU,SAC,1,0.25,107.75,40.5,88.25,0.45675,12.5,34.0,0.361,14.25,19.5,0.7244999999999999,8.75,38.5,26.5,7.5,2.75,15.25,23.0,119.25,43.25,97.0,0.44425,14.75,43.5,0.33525,18.0,24.0,0.7577499999999999,11.25,45.25,26.75,7.5,5.5,12.75,21.5,0.5
2023-11-05,1,DET,PHO,0,0.3333333333333333,110.0,41.0,90.16666666666667,0.4555,12.0,30.833333333333332,0.3938333333333333,16.0,20.166666666666668,0.7915000000000001,13.666666666666666,48.166666666666664,28.333333333333332,6.0,6.166666666666667,18.166666666666668,26.166666666666668,110.66666666666667,39.666666666666664,85.5,0.4658333333333333,12.166666666666666,34.5,0.35200000000000004,19.166666666666668,23.666666666666668,0.8043333333333335,10.0,44.5,24.5,7.666666666666667,6.666666666666667,16.333333333333332,17.666666666666668,0.3333333333333333
2023-11-05,1,SAS,TOR,0,0.6,115.0,43.2,90.6,0.4736000000000001,13.4,36.8,0.36419999999999997,15.2,19.8,0.78,8.8,40.6,29.6,9.0,5.8,16.4,20.2,104.5,40.0,87.5,0.45766666666666667,11.5,33.0,0.3451666666666667,13.0,18.0,0.7351666666666666,11.166666666666666,46.5,27.333333333333332,6.666666666666667,5.166666666666667,16.5,21.333333333333332,0.3333333333333333
2023-11-05,0,CHO,DAL,0,0.4,116.0,43.0,89.6,0.4798,9.0,28.6,0.3224,21.0,25.6,0.8332,11.6,43.2,26.2,8.0,6.6,15.2,21.2,120.8,42.2,88.2,0.47859999999999997,18.0,44.0,0.40940000000000004,18.4,24.0,0.7742,10.0,43.0,23.6,6.8,4.0,13.2,16.4,0.8
2023-11-05,0,MEM,POR,1,0.0,107.66666666666667,39.666666666666664,91.83333333333333,0.4323333333333333,13.166666666666666,41.5,0.31816666666666665,15.166666666666666,19.666666666666668,0.7843333333333332,9.666666666666666,44.0,24.666666666666668,9.5,7.166666666666667,16.166666666666668,22.0,105.0,38.333333333333336,89.5,0.42933333333333334,8.833333333333334,30.333333333333332,0.2941666666666667,19.5,24.0,0.8136666666666666,13.166666666666666,45.666666666666664,19.333333333333332,9.0,5.833333333333333,16.166666666666668,19.833333333333332,0.5
2023-11-05,1,CLE,GSW,1,0.3333333333333333,105.66666666666667,39.5,89.16666666666667,0.44366666666666665,11.833333333333334,36.166666666666664,0.32883333333333337,14.833333333333334,19.0,0.794,10.0,44.0,23.666666666666668,7.5,6.666666666666667,12.833333333333334,20.166666666666668,117.5,43.0,90.0,0.47900000000000004,14.333333333333334,38.666666666666664,0.37366666666666665,17.166666666666668,21.666666666666668,0.7959999999999999,12.333333333333334,45.833333333333336,29.0,8.5,5.0,15.333333333333334,21.333333333333332,0.8333333333333334
2023-11-06,0,DAL,ORL,1,0.8333333333333334,121.33333333333333,42.333333333333336,88.66666666666667,0.4776666666666667,17.333333333333332,43.666666666666664,0.39666666666666667,19.333333333333332,25.333333333333332,0.7701666666666668,9.833333333333334,43.666666666666664,24.833333333333332,6.166666666666667,4.333333333333333,12.833333333333334,16.833333333333332,109.66666666666667,39.833333333333336,88.0,0.45366666666666666,10.166666666666666,31.5,0.3213333333333333,19.833333333333332,27.333333333333332,0.7385,12.5,46.666666666666664,24.666666666666668,10.0,5.833333333333333,15.0,20.833333333333332,0.6666666666666666
2023-11-06,1,BRK,MIL,0,0.5,116.33333333333333,43.333333333333336,90.16666666666667,0.48183333333333334,15.5,39.333333333333336,0.39266666666666666,14.166666666666666,19.333333333333332,0.7276666666666666,9.666666666666666,45.166666666666664,27.666666666666668,5.666666666666667,5.166666666666667,13.833333333333334,19.0,114.2,38.8,82.4,0.4706,14.4,36.8,0.39,22.2,30.4,0.7356,8.6,39.0,21.8,8.4,5.0,15.6,20.2,0.6
2023-11-06,1,DET,GSW,0,0.2857142857142857,109.42857142857143,41.285714285714285,89.71428571428571,0.46099999999999997,11.428571428571429,29.714285714285715,0.3872857142857143,15.428571428571429,19.285714285714285,0.8008571428571428,13.142857142857142,46.0,27.857142857142858,6.142857142857143,6.142857142857143,17.857142857142858,25.714285714285715,115.57142857142857,41.714285714285715,90.57142857142857,0.4622857142857143,14.571428571428571,39.0,0.376,17.571428571428573,22.857142857142858,0.7775714285714285,13.0,45.57142857142857,28.571428571428573,8.714285714285714,4.857142857142857,15.0,20.857142857142858,0.7142857142857143
2023-11-06,1,HOU,SAC,1,0.4,107.6,40.4,88.0,0.4574,12.6,34.4,0.361,14.2,19.6,0.7196,9.0,41.4,26.8,6.8,2.8,14.4,22.0,113.2,41.0,94.4,0.4316,14.0,43.0,0.3218,17.2,23.0,0.7535999999999999,10.6,44.8,25.4,7.0,5.6,12.4,21.0,0.4
2023-11-06,1,DEN,NOP,1,0.8571428571428571,114.57142857142857,45.42857142857143,88.71428571428571,0.5138571428571429,11.857142857142858,32.142857142857146,0.36814285714285716,11.857142857142858,17.0,0.697,10.428571428571429,45.142857142857146,29.857142857142858,8.428571428571429,7.0,15.0,17.857142857142858,108.16666666666667,39.5,88.5,0.4493333333333333,11.333333333333334,34.833333333333336,0.32883333333333337,17.833333333333332,24.833333333333332,0.6941666666666667,11.166666666666666,43.833333333333336,23.166666666666668,7.666666666666667,5.333333333333333,13.166666666666666,19.0,0.6666666666666666
2023-11-06,0,ATL,OKC,0,0.6666666666666666,122.83333333333333,44.5,90.66666666666667,0.4915,11.5,33.5,0.3401666666666667,22.333333333333332,26.5,0.8463333333333334,11.833333333333334,46.166666666666664,27.666666666666668,8.666666666666666,4.166666666666667,14.666666666666666,16.666666666666668,116.0,42.333333333333336,85.5,0.49733333333333335,12.166666666666666,31.5,0.391,19.166666666666668,23.0,0.8326666666666668,6.166666666666667,40.666666666666664,24.0,6.666666666666667,5.666666666666667,15.5,18.833333333333332,0.5
2023-11-06,0,LAC,NYK,0,0.6,121.4,45.2,89.2,0.5078,14.8,35.2,0.4232,16.2,23.0,0.7088,10.0,43.8,25.4,11.2,4.6,15.8,23.0,103.33333333333333,36.666666666666664,91.83333333333333,0.4003333333333334,12.166666666666666,37.5,0.31466666666666665,17.833333333333332,25.333333333333332,0.7094999999999999,14.833333333333334,50.833333333333336,21.166666666666668,8.333333333333334,2.3333333333333335,14.166666666666666,19.166666666666668,0.3333333333333333
2023-11-06,0,LAL,MIA,0,0.5,111.83333333333333,40.833333333333336,87.5,0.4678333333333333,9.5,32.0,0.29283333333333333,20.666666666666668,26.333333333333332,0.7901666666666666,8.5,45.0,24.5,7.666666666666667,7.333333333333333,14.5,20.833333333333332,107.33333333333333,39.666666666666664,87.5,0.45616666666666666,12.5,32.0,0.395,15.5,19.166666666666668,0.7983333333333333,10.166666666666666,43.0,25.666666666666668,8.5,3.0,14.666666666666666,17.333333333333332,0.3333333333333333
2023-11-06,0,BOS,MIN,0,1.0,126.4,46.0,91.8,0.5002,16.4,42.2,0.396,18.0,21.4,0.8119999999999999,11.8,51.8,23.6,6.6,6.2,14.0,19.6,109.2,41.0,88.0,0.4710000000000001,10.6,28.6,0.37039999999999995,16.6,20.6,0.7809999999999999,10.0,47.4,23.8,8.2,6.6,13.8,17.2,0.6
2023-11-06,1,IND,SAS,1,0.5,120.33333333333333,46.0,95.5,0.48066666666666663,14.833333333333334,40.0,0.3715,13.5,17.666666666666668,0.7635,9.666666666666666,42.166666666666664,30.833333333333332,6.666666666666667,5.5,13.333333333333334,20.5,115.16666666666667,44.0,91.5,0.47800000000000004,12.833333333333334,36.0,0.35566666666666663,14.333333333333334,18.666666666666668,0.7781666666666668,8.833333333333334,41.5,29.666666666666668,8.666666666666666,6.0,16.5,20.333333333333332,0.5
2023-11-06,1,CHI,UTA,1,0.2857142857142857,105.0,39.857142857142854,91.0,0.43942857142857145,9.428571428571429,30.428571428571427,0.3188571428571429,15.857142857142858,20.142857142857142,0.7907142857142857,11.571428571428571,41.857142857142854,21.0,8.428571428571429,4.142857142857143,12.142857142857142,18.571428571428573,111.57142857142857,41.142857142857146,91.85714285714286,0.4491428571428572,13.428571428571429,37.42857142857143,0.3552857142857143,15.857142857142858,21.285714285714285,0.7398571428571429,15.0,47.42857142857143,26.714285714285715,6.285714285714286,4.285714285714286,17.0,22.0,0.2857142857142857
2023-11-06,1,PHI,WAS,1,0.8,116.6,41.8,86.0,0.48719999999999997,11.4,29.2,0.3868,21.6,26.4,0.8168,10.8,45.8,24.6,8.6,7.4,14.8,21.8,115.0,44.0,91.6,0.48179999999999995,11.8,34.8,0.34859999999999997,15.2,21.6,0.686,8.6,39.0,28.6,9.6,5.0,14.4,16.4,0.2
2023-11-08,1,NYK,SAS,1,0.4285714285714285,104.42857142857143,37.285714285714285,91.28571428571429,0.4097142857142857,12.142857142857142,36.57142857142857,0.325,17.714285714285715,24.285714285714285,0.7430000000000001,15.285714285714286,50.42857142857143,22.142857142857142,9.0,2.142857142857143,15.0,18.285714285714285,114.57142857142857,43.42857142857143,91.85714285714286,0.4705714285714286,12.142857142857142,34.57142857142857,0.34885714285714287,15.571428571428571,20.285714285714285,0.7765714285714286,9.285714285714286,40.714285714285715,29.142857142857142,8.428571428571429,5.857142857142857,15.714285714285714,19.571428571428573,0.42857142857142855
2023-11-08,0,POR,SAC,0,0.4285714285714285,104.28571428571429,38.142857142857146,90.28571428571429,0.42357142857142854,9.571428571428571,32.42857142857143,0.2965714285714286,18.428571428571427,22.714285714285715,0.8117142857142857,13.571428571428571,45.857142857142854,19.857142857142858,9.285714285714286,5.714285714285714,15.857142857142858,20.0,110.5,40.166666666666664,92.16666666666667,0.43366666666666664,14.0,42.5,0.3265,16.166666666666668,22.5,0.7196666666666666,10.833333333333334,43.0,24.833333333333332,6.666666666666667,5.0,12.833333333333334,21.166666666666668,0.3333333333333333
2023-11-08,1,CHI,PHO,0,0.375,108.125,40.875,91.25,0.449,10.5,30.875,0.345125,15.875,20.0,0.797125,11.375,41.125,21.625,8.875,4.0,11.625,18.5,112.0,40.142857142857146,85.57142857142857,0.4707142857142857,11.571428571428571,32.57142857142857,0.35614285714285715,20.142857142857142,24.428571428571427,0.8175714285714285,10.571428571428571,44.285714285714285,25.142857142857142,7.714285714285714,7.142857142857143,16.571428571428573,17.0,0.42857142857142855
2023-11-08,0,CLE,OKC,0,0.4285714285714285,107.0,39.714285714285715,88.28571428571429,0.4508571428571429,11.714285714285714,36.285714285714285,0.3242857142857143,15.857142857142858,20.285714285714285,0.7928571428571428,10.428571428571429,45.42857142857143,24.0,7.571428571428571,6.0,13.571428571428571,20.285714285714285,117.42857142857143,42.714285714285715,86.71428571428571,0.4947142857142857,12.428571428571429,32.0,0.3922857142857143,19.571428571428573,23.0,0.8504285714285714,6.857142857142857,41.857142857142854,24.428571428571427,6.714285714285714,5.857142857142857,15.142857142857142,19.285714285714285,0.5714285714285714
2023-11-08,1,MIN,NOP,1,0.6666666666666666,110.0,41.5,87.5,0.4788333333333334,11.0,30.0,0.36716666666666664,16.0,21.333333333333332,0.7374999999999999,9.333333333333334,47.0,24.166666666666668,8.0,6.333333333333333,15.5,18.666666666666668,109.28571428571429,40.285714285714285,88.71428571428571,0.4565714285714285,11.571428571428571,34.142857142857146,0.34371428571428575,17.142857142857142,23.428571428571427,0.7188571428571429,10.714285714285714,43.0,23.285714285714285,7.428571428571429,4.857142857142857,13.142857142857142,18.857142857142858,0.5714285714285714
2023-11-08,1,DEN,GSW,1,0.875,117.0,46.125,89.5,0.51675,12.25,33.0,0.37024999999999997,12.5,17.75,0.70225,10.5,45.125,30.75,8.125,6.75,14.375,17.625,116.125,42.25,91.375,0.46375,14.25,39.25,0.365625,17.375,22.625,0.775625,13.5,45.375,28.25,8.625,4.75,14.5,20.0,0.75
2023-11-08,1,IND,UTA,1,0.5714285714285714,124.85714285714286,47.285714285714285,95.42857142857143,0.4947142857142857,15.571428571428571,39.714285714285715,0.39357142857142857,14.714285714285714,18.428571428571427,0.7911428571428571,9.571428571428571,43.142857142857146,31.857142857142858,6.714285714285714,5.285714285714286,13.571428571428571,21.0,111.75,41.125,91.125,0.452625,13.75,38.125,0.357375,15.75,20.75,0.757625,15.25,48.0,27.375,5.625,4.625,17.75,21.75,0.25
2023-11-08,0,BOS,PHI,0,0.8333333333333334,123.5,44.333333333333336,91.83333333333333,0.482,15.5,41.666666666666664,0.377,19.333333333333332,23.5,0.8041666666666667,11.666666666666666,50.666666666666664,23.0,7.666666666666667,5.5,14.666666666666666,20.666666666666668,121.5,43.333333333333336,86.83333333333333,0.49933333333333335,11.5,29.5,0.38683333333333336,23.333333333333332,28.0,0.8288333333333333,10.666666666666666,45.666666666666664,26.666666666666668,9.166666666666666,7.333333333333333,15.0,20.666666666666668,0.8333333333333334
2023-11-08,1,HOU,LAL,1,0.5,110.0,40.833333333333336,85.83333333333333,0.47666666666666674,13.0,33.833333333333336,0.38149999999999995,15.333333333333334,20.833333333333332,0.7293333333333333,8.333333333333334,41.0,27.0,7.0,3.0,13.833333333333334,21.5,111.14285714285714,41.285714285714285,86.57142857142857,0.4785714285714286,9.285714285714286,31.142857142857142,0.295,19.285714285714285,24.571428571428573,0.7895714285714286,8.0,44.0,25.0,7.428571428571429,7.0,14.857142857142858,20.285714285714285,0.42857142857142855
2023-11-08,0,DET,MIL,0,0.25,109.375,40.875,88.5,0.46275,11.625,29.75,0.393,16.0,19.5,0.81975,12.375,45.125,27.25,6.375,5.625,17.625,25.0,116.66666666666667,40.0,84.66666666666667,0.472,14.666666666666666,38.666666666666664,0.3805,22.0,29.333333333333332,0.7588333333333334,9.166666666666666,40.5,22.5,8.0,4.5,14.666666666666666,19.0,0.6666666666666666
2023-11-08,1,DAL,TOR,0,0.8571428571428571,120.71428571428571,42.142857142857146,87.71428571428571,0.48085714285714287,17.0,43.142857142857146,0.39357142857142857,19.428571428571427,25.714285714285715,0.7621428571428571,9.142857142857142,41.857142857142854,24.285714285714285,6.571428571428571,4.571428571428571,13.142857142857142,17.285714285714285,107.14285714285714,40.57142857142857,88.85714285714286,0.4571428571428572,12.571428571428571,35.142857142857146,0.3524285714285714,13.428571428571429,19.142857142857142,0.718,11.428571428571429,46.57142857142857,27.571428571428573,7.428571428571429,5.285714285714286,16.285714285714285,20.428571428571427,0.42857142857142855
2023-11-08,1,MEM,MIA,0,0.1428571428571428,108.28571428571429,40.42857142857143,91.42857142857143,0.4428571428571429,13.142857142857142,40.142857142857146,0.3307142857142857,14.285714285714286,18.714285714285715,0.7711428571428571,9.714285714285714,44.714285714285715,25.0,9.0,7.142857142857143,16.285714285714285,21.428571428571427,107.42857142857143,39.857142857142854,87.57142857142857,0.4575714285714286,12.428571428571429,32.714285714285715,0.38485714285714284,15.285714285714286,18.714285714285715,0.8092857142857143,10.285714285714286,43.142857142857146,26.285714285714285,8.857142857142858,3.142857142857143,15.142857142857142,16.857142857142858,0.42857142857142855
2023-11-08,1,CHO,WAS,0,0.3333333333333333,116.33333333333333,44.0,91.16666666666667,0.48233333333333334,8.833333333333334,28.833333333333332,0.31316666666666665,19.5,24.833333333333332,0.7895,11.333333333333334,43.166666666666664,26.833333333333332,7.5,5.833333333333333,14.166666666666666,21.833333333333332,117.16666666666667,44.833333333333336,92.33333333333333,0.4865,12.166666666666666,34.666666666666664,0.35916666666666663,15.333333333333334,21.333333333333332,0.7050000000000001,8.833333333333334,38.833333333333336,29.0,9.0,5.833333333333333,15.166666666666666,18.0,0.16666666666666666
2023-11-08,1,BRK,LAC,1,0.4285714285714285,117.57142857142857,44.142857142857146,91.71428571428571,0.48228571428571426,15.571428571428571,40.142857142857146,0.38742857142857146,13.714285714285714,18.428571428571427,0.7445714285714286,9.857142857142858,45.285714285714285,26.857142857142858,5.142857142857143,5.0,13.0,18.571428571428573,117.33333333333333,43.666666666666664,86.5,0.5053333333333333,14.166666666666666,34.666666666666664,0.41,15.833333333333334,21.833333333333332,0.7364999999999999,9.5,41.666666666666664,24.666666666666668,10.666666666666666,4.333333333333333,16.833333333333332,21.666666666666668,0.5
2023-11-09,0,ATL,ORL,1,0.5714285714285714,122.0,43.57142857142857,92.28571428571429,0.4745714285714286,11.857142857142858,34.714285714285715,0.33914285714285713,23.0,27.285714285714285,0.846,13.714285714285714,48.0,27.571428571428573,8.571428571428571,4.0,14.714285714285714,16.571428571428573,108.57142857142857,39.857142857142854,87.57142857142857,0.4561428571428571,9.857142857142858,30.857142857142858,0.3177142857142857,19.0,26.0,0.7441428571428571,11.571428571428571,45.42857142857143,25.0,9.428571428571429,5.571428571428571,15.857142857142858,21.285714285714285,0.5714285714285714
2023-11-09,1,IND,MIL,1,0.625,126.0,47.875,96.125,0.49724999999999997,15.25,39.875,0.384,15.0,18.625,0.7985,10.125,43.5,31.125,7.625,5.5,13.375,20.25,117.14285714285714,40.142857142857146,85.42857142857143,0.46971428571428575,14.142857142857142,38.42857142857143,0.3685714285714286,22.714285714285715,29.714285714285715,0.771,8.571428571428571,39.857142857142854,22.0,8.0,4.857142857142857,14.0,18.857142857142858,0.7142857142857143
2023-11-10,1,DET,PHI,0,0.2222222222222222,110.33333333333333,41.666666666666664,89.55555555555556,0.4657777777777778,11.11111111111111,29.666666666666668,0.37611111111111106,15.88888888888889,19.11111111111111,0.8328888888888889,12.222222222222221,46.0,27.333333333333332,5.888888888888889,5.555555555555555,17.77777777777778,24.88888888888889,119.28571428571429,43.142857142857146,88.0,0.49114285714285716,11.142857142857142,30.142857142857142,0.3694285714285714,21.857142857142858,26.142857142857142,0.8342857142857143,10.857142857142858,47.142857142857146,25.714285714285715,8.857142857142858,7.285714285714286,14.857142857142858,20.0,0.8571428571428571
2023-11-10,1,BOS,BRK,1,0.7142857142857143,120.57142857142857,43.142857142857146,91.71428571428571,0.4697142857142857,15.428571428571429,42.42857142857143,0.3687142857142857,18.857142857142858,22.857142857142858,0.8095714285714285,11.285714285714286,49.57142857142857,23.714285714285715,7.714285714285714,5.571428571428571,14.428571428571429,19.571428571428573,115.375,43.25,91.75,0.47225,15.5,40.25,0.38475,13.375,17.75,0.75725,10.375,45.75,26.25,5.75,5.625,13.125,18.0,0.5
2023-11-10,1,DAL,LAC,1,0.75,120.125,41.875,87.25,0.48025,17.0,42.875,0.39625,19.375,26.375,0.7435,8.75,41.375,24.375,6.25,4.75,13.5,17.75,113.85714285714286,42.57142857142857,87.14285714285714,0.4897142857142857,13.285714285714286,34.857142857142854,0.3831428571428571,15.428571428571429,20.571428571428573,0.7741428571428572,9.714285714285714,43.0,24.285714285714285,10.571428571428571,4.857142857142857,16.714285714285715,20.714285714285715,0.42857142857142855
2023-11-10,0,CHO,WAS,1,0.2857142857142857,116.28571428571429,43.57142857142857,89.42857142857143,0.4875714285714286,8.714285714285714,28.285714285714285,0.3141428571428571,20.428571428571427,26.285714285714285,0.7828571428571428,11.285714285714286,43.714285714285715,25.428571428571427,7.571428571428571,5.714285714285714,15.285714285714286,21.857142857142858,119.28571428571429,45.142857142857146,93.0,0.48628571428571427,13.0,35.857142857142854,0.3677142857142857,16.0,21.857142857142858,0.7185714285714286,9.428571428571429,39.0,28.571428571428573,9.142857142857142,5.857142857142857,14.571428571428571,19.142857142857142,0.2857142857142857
2023-11-10,0,MIN,SAS,1,0.7142857142857143,111.71428571428571,42.0,86.71428571428571,0.4888571428571429,11.571428571428571,31.0,0.3725714285714286,16.142857142857142,21.714285714285715,0.7332857142857143,9.142857142857142,47.142857142857146,25.0,8.142857142857142,6.428571428571429,15.857142857142858,19.285714285714285,113.375,43.5,91.625,0.472875,11.75,34.5,0.338375,14.625,19.375,0.756375,9.5,41.375,29.375,7.625,6.0,15.375,19.875,0.375
2023-11-10,1,HOU,NOP,1,0.5714285714285714,112.57142857142857,42.285714285714285,86.85714285714286,0.48685714285714293,13.142857142857142,33.714285714285715,0.38757142857142857,14.857142857142858,20.571428571428573,0.7154285714285714,9.142857142857142,43.285714285714285,26.857142857142858,6.571428571428571,3.142857142857143,13.714285714285714,21.714285714285715,108.25,39.75,89.25,0.447875,11.125,33.375,0.3365,17.625,23.25,0.748375,10.75,42.625,23.25,7.25,4.375,13.625,19.375,0.5
2023-11-10,1,MEM,UTA,0,0.125,107.5,39.75,91.25,0.436125,12.875,39.75,0.3265,15.125,19.875,0.7685,10.125,43.875,24.375,9.125,6.75,16.0,22.125,112.44444444444444,41.55555555555556,91.66666666666667,0.45444444444444443,13.444444444444445,36.888888888888886,0.36288888888888887,15.88888888888889,20.444444444444443,0.7783333333333333,15.333333333333334,47.888888888888886,27.22222222222222,5.333333333333333,4.666666666666667,18.22222222222222,21.22222222222222,0.2222222222222222
2023-11-10,0,OKC,SAC,0,0.625,118.75,42.875,86.625,0.496875,12.375,31.5,0.396875,20.625,23.875,0.86075,7.5,41.75,24.25,7.125,6.125,15.0,20.25,112.0,40.285714285714285,91.71428571428571,0.4375714285714286,13.571428571428571,41.714285714285715,0.32228571428571423,17.857142857142858,24.714285714285715,0.7221428571428571,11.428571428571429,44.0,25.857142857142858,7.285714285714286,5.142857142857143,14.0,21.571428571428573,0.42857142857142855
2023-11-10,0,LAL,PHO,1,0.375,109.0,40.625,86.375,0.47175,9.0,30.375,0.29312499999999997,18.75,24.5,0.769,7.625,42.75,24.375,7.375,6.875,14.125,20.0,112.5,39.875,86.125,0.464625,12.5,34.5,0.36112500000000003,20.25,24.5,0.820375,10.875,45.5,26.0,7.625,7.5,17.25,17.375,0.5
2023-11-11,0,MIL,ORL,0,0.625,118.0,40.875,85.625,0.477125,13.5,37.0,0.364125,22.75,29.25,0.78525,8.125,40.0,22.125,7.75,4.875,14.0,18.875,109.875,40.125,87.875,0.4575,9.875,30.375,0.32425,19.75,27.125,0.740375,12.375,45.625,24.25,9.75,5.625,16.25,21.625,0.5
2023-11-11,0,CLE,GSW,1,0.375,108.625,40.0,87.625,0.45775,11.375,35.375,0.3225,17.25,22.375,0.785,10.5,44.875,24.25,7.75,5.875,14.375,20.75,114.88888888888889,41.666666666666664,90.77777777777777,0.45999999999999996,13.88888888888889,38.77777777777778,0.35988888888888887,17.666666666666668,23.0,0.774888888888889,13.222222222222221,45.77777777777778,27.444444444444443,8.222222222222221,4.222222222222222,13.88888888888889,20.0,0.6666666666666666
2023-11-11,1,BOS,TOR,1,0.75,120.625,42.875,92.0,0.46549999999999997,15.875,43.625,0.36824999999999997,19.0,23.5,0.797625,12.0,49.875,24.375,7.375,5.25,13.625,18.75,109.625,41.625,90.125,0.46187500000000004,12.375,35.25,0.346625,14.0,20.125,0.711625,11.875,47.0,27.5,7.75,5.125,15.75,21.0,0.5
2023-11-11,1,ATL,MIA,0,0.625,121.75,43.25,91.375,0.47550000000000003,12.25,35.25,0.34487500000000004,23.0,27.625,0.836125,13.0,46.5,26.875,9.125,4.375,15.125,17.625,107.5,39.25,86.25,0.45725,12.25,32.125,0.385875,16.75,20.375,0.813625,10.125,43.25,25.75,8.875,3.75,15.625,17.75,0.5
2023-11-12,0,CHO,NYK,0,0.375,117.25,44.375,92.0,0.4835,8.375,28.25,0.301625,20.125,26.5,0.765375,13.375,46.625,26.125,7.875,5.5,14.625,21.5,107.125,38.375,92.375,0.416,13.0,37.25,0.340875,17.375,24.0,0.735375,15.0,50.0,22.875,8.75,1.875,13.625,17.75,0.5
2023-11-12,1,GSW,MIN,0,0.6,114.4,41.2,90.7,0.4551,13.8,38.7,0.3581,18.2,23.7,0.7741,13.4,46.7,27.3,7.9,4.1,14.5,20.9,112.375,42.125,86.75,0.48950000000000005,11.375,30.5,0.37224999999999997,16.75,22.375,0.738875,9.625,47.625,24.75,7.875,6.125,16.125,19.25,0.75
2023-11-12,0,MIA,SAS,1,0.5555555555555556,108.55555555555556,39.44444444444444,86.0,0.46066666666666667,12.222222222222221,32.77777777777778,0.3781111111111111,17.444444444444443,20.88888888888889,0.8254444444444444,9.777777777777779,42.77777777777778,25.444444444444443,9.0,3.7777777777777777,15.555555555555555,17.333333333333332,113.0,43.44444444444444,91.66666666666667,0.4722222222222222,11.777777777777779,34.44444444444444,0.34,14.333333333333334,19.333333333333332,0.7425555555555555,9.222222222222221,41.0,29.333333333333332,7.777777777777778,6.222222222222222,15.222222222222221,20.0,0.3333333333333333
